# Program:featureCounts v2.0.8; Command:"featureCounts" "dedup/star/Int-01_S42_L005.bam" "dedup/star/Int-02_S43_L005.bam" "dedup/star/Int-03_S44_L005.bam" "dedup/star/Int-04_S45_L005.bam" "dedup/star/Liv-01_S38_L005.bam" "dedup/star/Liv-02_S39_L005.bam" "dedup/star/Liv-03_S40_L005.bam" "dedup/star/Liv-04_S41_L005.bam" "-a" "genome/annotations.gtf" "-o" "counts/star/counts.tsv" "-T" "32" "-p" "--countReadPairs" "-C" "--ignoreDup" "-M" "--fraction" "--byReadGroup" 
Geneid	Chr	Start	End	Strand	Length	dedup/star/Int-01_S42_L005.bam:Int-01_S42_L005	dedup/star/Int-02_S43_L005.bam:Int-02_S43_L005	dedup/star/Int-03_S44_L005.bam:Int-03_S44_L005	dedup/star/Int-04_S45_L005.bam:Int-04_S45_L005	dedup/star/Liv-01_S38_L005.bam:Liv-01_S38_L005	dedup/star/Liv-02_S39_L005.bam:Liv-02_S39_L005	dedup/star/Liv-03_S40_L005.bam:Liv-03_S40_L005	dedup/star/Liv-04_S41_L005.bam:Liv-04_S41_L005
Smp_342820	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	5994285;5995660;5997920;6000128;6004263;6004632;6008196;6011634;6016853;6020293;6023224;6026292;6028099;6030086;6034090;6038482;6042247;6044113;6045463;6053199;6084001	5994482;5995725;5997985;6000214;6004318;6004801;6008576;6011726;6017013;6020619;6023404;6026552;6028298;6030358;6034243;6038913;6042410;6044503;6045728;6053424;6084172	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4325	4	0	16	23	6	6	3	10
Smp_133830	SM_V10_Z;SM_V10_Z	6105467;6114385	6105552;6115808	+;+	1510	21.50	1	24	27	16	32.50	10	38
Smp_133820	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6172436;6174310;6176005;6180892;6182316;6184380;6187048;6189484;6191430;6192610;6193985;6194636;6195269;6198762	6172909;6174461;6176294;6181261;6182409;6184460;6187266;6189589;6191517;6192705;6194088;6194738;6195455;6198813	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2416	134	21	96	131	63	56	21	141.50
Smp_336370	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6348608;6384780;6394445;6396953;6400042;6431326	6350351;6385280;6394834;6397141;6400923;6431993	+;+;+;+;+;+	4374	24	4	15	18	14	10	4	13
Smp_064590	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6469881;6470547;6471132;6471329;6471663	6470512;6471093;6471290;6471393;6471856	-;-;-;-;-	1597	1178	193	710	1010	567	705	249	921
Smp_064600	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6486270;6487794;6488001;6490051	6486402;6487961;6488173;6490562	+;+;+;+	986	127	14	64	119.50	42.50	50	18	57
Smp_156990	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6493376;6494288;6495606;6496894;6498687;6499299;6501211;6501514	6493589;6494518;6495990;6496991;6498832;6499632;6501462;6503766	-;-;-;-;-;-;-;-	3913	127.50	19	89	122	63	48	36	120
Smp_157000	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6514771;6524586;6528733;6542589;6544568;6553251;6555442	6515841;6524953;6528860;6542691;6544703;6553454;6555716	-;-;-;-;-;-;-	2285	98.50	35.50	117.83	166.50	55.33	78.83	40	97.50
Smp_191360	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6565530;6569015;6570646;6573303;6576402	6566170;6569558;6570761;6573450;6576561	-;-;-;-;-	1609	80	20	66	88	31	58.50	13	55.50
Smp_350390	SM_V10_Z	6577774	6578424	-	651	254	38	175	200	144	218.25	52	127.50
Smp_064640	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6589230;6590702;6594236;6594323;6594473;6596472;6599985	6590662;6590896;6594288;6594423;6594685;6596783;6600240	+;+;+;+;+;+;+	2563	172.50	28	133	150	131.50	141	45	170
Smp_064650	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6605240;6609241;6611397;6613939;6616556;6619130;6620133;6621750	6605353;6609415;6611574;6614127;6617133;6619274;6620198;6622524	+;+;+;+;+;+;+;+	2220	112	21.50	54	119	71	60	37	94
Smp_303910	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6627279;6630822;6632332;6634155;6635505;6636212;6639828;6641157;6642285;6644001;6645663;6647206;6650700;6652690;6655562;6656818;6659545;6661972;6666398;6668196;6672712;6678848;6680393;6681826;6682402;6684501;6686721;6687697;6689567;6692382;6694673;6696151;6697677;6700046;6700496;6703206;6705226;6706150;6708163;6711368;6714578;6716796;6718876;6720915;6722722;6724523;6725876;6729004;6731111;6732908;6733409;6735242;6738915;6739506;6740257;6742309;6746241;6748044	6628452;6631041;6632768;6634399;6635734;6636538;6640055;6641285;6643168;6644218;6645804;6647568;6650784;6653022;6655900;6656999;6659662;6663519;6666817;6669959;6676761;6679174;6680740;6682312;6683216;6685139;6686864;6688017;6690459;6692496;6694847;6696275;6698006;6700403;6701031;6703499;6705318;6706356;6708513;6711688;6714940;6717086;6719154;6721250;6722873;6724664;6726532;6729222;6731419;6733261;6734005;6735508;6739256;6740147;6740541;6742632;6746882;6748329	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	26802	300.90	62.27	184.53	335.03	104.63	114.32	48.00	99.50
Smp_303920	SM_V10_Z	6775037	6777356	-	2320	13.73	4.77	5.14	8.54	3.35	4.05	1.47	2.80
Smp_344820	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	6784912;6784912;6784912;6792276;6792276;6792276;6794668;6794668;6795788;6795788;6799219;6799219;6799219;6800339;6800339;6800339;6803773;6803773;6803773;6804893;6804893;6804893;6808324;6808324;6808324;6809444;6809444;6809444;6812876;6812876;6812876;6813996;6813996;6813996;6817427;6817427;6817427;6818547;6818547;6818547;6820200;6820200;6820200;6824052;6824052;6824052;6827959;6827959;6827959;6830516;6830516;6830516;6832023;6832023;6832023;6833802;6833802;6833802;6834916;6834916;6834916;6836431;6836431;6836431;6838928;6838928;6838928;6841788;6841788;6841788;6842956;6842956;6842956;6844335;6844335;6844335;6847509;6847509;6847509;6849334;6849334;6849334;6850410;6850410;6850410;6851033;6851033;6851033;6851399;6851399;6851399;6854046;6854046;6854046;6855267;6855267;6855267;6856391;6856391;6856391;6857914;6857914;6857914;6861023;6861023;6861023;6862478;6862478;6862478;6865131;6865131;6865131;6866661;6866661;6866661;6869347;6869347;6869347;6872655;6872655;6872655;6874974;6874974;6874974;6875578;6875578;6875578;6876999;6876999;6876999;6878290;6878290;6878290;6881696;6881696;6881696;6882612;6882612;6882612;6884903;6884903;6884903;6886826;6886826;6886826;6888300;6888300;6888300;6890325;6890325;6890325;6893053;6893053;6893053;6894462;6894462;6894462;6896953;6896953;6896953;6899086;6899086;6899086;6900281;6900281;6900281;6901572;6901572;6901572;6904296;6904296;6904296;6904708;6904708;6904708;6906189;6906189;6906189;6907797;6907797;6907797;6912466;6912466;6912466;6916426;6916426;6916426;6920466;6920466;6920466	6790439;6790439;6790439;6793622;6793622;6793622;6794924;6794924;6795893;6795893;6799475;6799475;6799475;6800444;6800444;6800444;6804029;6804029;6804029;6804998;6804998;6804998;6808580;6808580;6808580;6809549;6809549;6809549;6813132;6813132;6813132;6814101;6814101;6814101;6817683;6817683;6817683;6818652;6818652;6818652;6820456;6820456;6820456;6825812;6825812;6825812;6828034;6828034;6828034;6830648;6830648;6830648;6832189;6832189;6832189;6833993;6833993;6833993;6835023;6835023;6835023;6836641;6836641;6836641;6839152;6839152;6839152;6841875;6841875;6841875;6843076;6843076;6843076;6844741;6844741;6844741;6847569;6847569;6847569;6849497;6849497;6849497;6850690;6850690;6850690;6851266;6851266;6851266;6851506;6851506;6851506;6854334;6854334;6854334;6855591;6855591;6855591;6856703;6856703;6856703;6858050;6858050;6858050;6861198;6861198;6861198;6862680;6862680;6862680;6865355;6865355;6865355;6866816;6866816;6866816;6870345;6870345;6870345;6873040;6873040;6873040;6875170;6875170;6875170;6875792;6875792;6875792;6877180;6877180;6877180;6878470;6878470;6878470;6881840;6881840;6881840;6882964;6882964;6882964;6885019;6885019;6885019;6887011;6887011;6887011;6888462;6888462;6888369;6890640;6890640;6890640;6893337;6893337;6893337;6894876;6894876;6894876;6897084;6897084;6897084;6899490;6899490;6899490;6900466;6900466;6900466;6901880;6901880;6901880;6904496;6904496;6904496;6905085;6905085;6905085;6906629;6906629;6906629;6908108;6908108;6908108;6912750;6912750;6912750;6916548;6916548;6916548;6921147;6921147;6921147	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	23065	321.50	49.46	134.31	233.49	78.17	74.64	33.50	46.87
Smp_334990	SM_V10_Z	7205922	7206816	-	895	0	0	0	0	0	0	0	0
Smp_062950	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	7524103;7525802;7530275;7538197	7524266;7526046;7530440;7539980	+;+;+;+	2359	125.50	28.50	82	128.50	59	75.50	28	106.50
Smp_303940	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	7551280;7551392;7551496;7551629;7555029;7556592;7558445;7561565;7563819;7566034;7567211;7571033;7571777;7574948;7577674;7580302;7581752;7582999;7586730;7588100;7589661;7593085;7594270;7596149;7598397;7599942;7603403;7604784;7606840;7608913;7611066;7614103;7616871;7620530;7622385;7623979;7628399;7630614;7633566;7637106;7639805;7642494;7644132;7647890;7649692;7652480;7654143;7657434;7659307;7661698;7664090;7667528	7551358;7551448;7551591;7551852;7555134;7556775;7558640;7561690;7564014;7566160;7567446;7571211;7571961;7575236;7577935;7580592;7581922;7583261;7586835;7588231;7589847;7593229;7594414;7596466;7598488;7601026;7603927;7605103;7607025;7609095;7611438;7614413;7616882;7620697;7622518;7624405;7628806;7630826;7633854;7637842;7639965;7642651;7644286;7648304;7649798;7652623;7654306;7657587;7659435;7661963;7664519;7668102	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12621	22	6	11	30	4	7	3	5
Smp_340970	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	7671216;7675530;7679306;7687262;7688893;7692328;7694308;7697591;7698680;7698871;7699100	7672066;7676312;7679619;7687787;7688995;7692983;7694521;7697712;7698835;7699056;7700857	-;-;-;-;-;-;-;-;-;-;-	5669	114	24	64	107	51	43	19	92
Smp_332830	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	7722657;7725451;7732652;7736021;7738552;7739171;7741357	7722736;7725971;7732837;7736210;7738614;7739310;7742274	+;+;+;+;+;+;+	2098	156	23	97	188	91	91	34	153
Smp_321930	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	7746641;7746972;7747116;7747226;7747342	7746930;7747054;7747185;7747302;7748966	-;-;-;-;-	2145	91	18	85	104	56	103.50	28	72
Smp_145800	SM_V10_Z;SM_V10_Z;SM_V10_Z	7766660;7769836;7772284	7769794;7769943;7772938	+;+;+	3898	128	29.50	92	135	81	89	34	124
Smp_145810	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	7779037;7781183;7782683;7793019;7794840;7797833;7800134;7800236;7800380;7800596;7806159	7779368;7781307;7782881;7793143;7795038;7798146;7800199;7800332;7800552;7800755;7806426	-;-;-;-;-;-;-;-;-;-;-	2058	139.00	27	66.50	124.50	43	25	29	90
Smp_043910	SM_V10_Z;SM_V10_Z	7816478;7816741	7816705;7818124	+;+	1612	6	1	1	4	1	4	1	7
Smp_335010	SM_V10_Z;SM_V10_Z	7819364;7822944	7825054;7825054	-;-	5691	238	38	138	211.83	118	187	51	196
Smp_043940	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	7830738;7831844;7834068;7835391	7830883;7832082;7834203;7835862	+;+;+;+	993	98	14	60.50	127.50	47	76.25	20.25	111.25
Smp_343880	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	7837985;7842920;7845381;7849229;7854379;7857500;7858461;7859991;7861271;7863603;7863738	7838731;7843382;7845464;7849500;7854495;7857601;7858748;7860263;7861354;7863704;7863914	-;-;-;-;-;-;-;-;-;-;-	2709	19	2	6	13	7	11	2	22
Smp_043970	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	7871052;7871291;7871382;7871485;7871615;7871718;7872348;7875506	7871256;7871347;7871448;7871579;7871686;7871809;7872423;7875816	+;+;+;+;+;+;+;+	975	200.00	24	90	162	77	53	31	151
Smp_169480	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	7876189;7876189;7877299;7877299;7879186;7879186;7883474;7883474;7885575;7885575;7888427;7888427;7891276;7891276;7894556;7894556;7906433;7906433;7923532;7923532;7933665;7933665;7945116;7988382	7876650;7876650;7877551;7877551;7879367;7879367;7884006;7884006;7885901;7885901;7888867;7888867;7891627;7891627;7895019;7895019;7906790;7906790;7924632;7924632;7934608;7934608;7945285;7988874	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6080	241.33	37.50	177	309.50	111	87	53	240.17
Smp_028940	SM_V10_Z;SM_V10_Z	8059845;8063727	8061106;8064274	-;-	1810	88	28	83	104	42	78	26	63
Smp_028930	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8078308;8078308;8078570;8081471	8078529;8082717;8078632;8082717	+;+;+;+	4410	87.50	21	47	81	25	46	21	57.00
Smp_137750	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8117053;8120601;8123380;8125951;8128073;8130808;8133791;8139745;8143793;8151490;8165512	8118121;8120672;8123436;8125996;8128128;8130891;8133847;8139831;8143882;8151575;8166074	-;-;-;-;-;-;-;-;-;-;-	2267	83.50	17	105.83	188.50	33	62.50	27	124
Smp_137740	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8170781;8184436;8184575;8187542;8187542;8190872;8190872;8196870;8196870;8201290;8201290;8204248;8204248;8205431;8205431	8171319;8184954;8184954;8187714;8187714;8191090;8191090;8197106;8197106;8201645;8201645;8204313;8204313;8205602;8205602	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2281	66.37	39.83	55.83	118.75	44.83	67.92	9.25	79.75
Smp_350170	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8229388;8229605;8235598;8236980;8240370;8242154;8243575;8250552;8253392	8229561;8229636;8235864;8237045;8240781;8242390;8243793;8250724;8253858	+;+;+;+;+;+;+;+;+	2047	14.33	3.83	15.26	20.47	8.83	14.25	2.25	12.67
Smp_336380	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8282055;8289636;8291056;8292532;8295369	8287881;8289872;8291274;8292704;8295731	+;+;+;+;+	6819	34.43	21.53	22.95	26.44	5.67	34.27	6.18	28.50
Smp_142860	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8298905;8304072;8305492;8306968;8308992	8302862;8304308;8305710;8307140;8309458	+;+;+;+;+	5054	41.01	29.70	20.37	38.74	17.67	37.62	7.12	34.77
Smp_142880	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8318656;8322965;8333870;8336793;8339713;8340866;8350477;8350857;8351619;8356815;8360593;8366275;8369711;8372518;8374136;8383066;8386029;8387375;8389589;8393673	8318811;8323220;8334007;8336857;8339757;8340928;8350807;8351083;8351696;8356931;8360726;8366342;8370186;8372682;8374192;8383187;8386115;8387934;8390278;8394116	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4279	134	21	78.50	178	35	30	31.50	82
Smp_142890	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8403746;8406529;8407352;8411185;8415702;8416428;8420760;8422033;8424421;8426772;8428592;8429501;8430893;8434713;8435227;8436794;8437874;8438746;8441812	8403856;8406798;8407534;8411693;8415922;8416564;8421037;8422442;8424470;8426831;8428651;8429623;8431174;8434760;8435322;8437027;8438092;8438952;8442650	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4337	131	23	74	128	61.50	52.50	27	87.50
Smp_142900	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8447083;8449128;8450149;8454703;8456933;8459416;8464062;8465770;8468866;8479680	8447676;8449236;8450385;8455113;8457206;8459558;8464191;8465984;8469532;8479991	-;-;-;-;-;-;-;-;-;-	3092	0	0	0	0	0	0	0	0
Smp_038210	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8480136;8484581;8484716;8486168;8486729;8488589	8484532;8484674;8484865;8486417;8486902;8489061	+;+;+;+;+;+	5538	288	68	252.50	415	202	345	95	299.50
Smp_245450	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8497285;8498752;8500514;8501107;8503125;8505109;8507362;8508187;8509367;8510183;8511539;8512764;8515990;8518467;8519569;8520753;8521693;8522882	8497383;8499020;8500747;8501326;8503494;8505376;8507529;8508386;8509529;8510519;8511634;8513180;8516282;8518588;8519851;8521048;8521774;8523151	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4187	384	55	365	485.50	275	191	98	419
Smp_038240	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8526197;8528707;8530727;8532819;8534065;8536130;8536790;8539625;8540417;8544170;8547158;8548191;8550696;8551063	8526547;8528913;8530990;8532927;8534318;8536381;8536962;8539811;8540623;8544463;8547302;8548382;8551030;8551382	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3290	308	57.50	176.50	316	98	72.50	40	220.50
Smp_142930	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8562386;8562542;8562684;8565613;8572255;8573040;8582921	8562499;8562650;8562873;8565735;8572406;8573192;8584173	+;+;+;+;+;+;+	2094	130	26	109	183.50	76	129	36	113
Smp_142940	SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z;SM_V10_Z	8590675;8597355;8602060;8604479;8625117	8592071;8599350;8602273;8604644;8627272	-;-;-;-;-	5929	10	1	9	9	2	4	2	3
